,year,month,region,district,site_code,product_code,stock_initial,stock_received,stock_distributed,stock_adjustment,stock_end,average_monthly_consumption,stock_stockout_days,stock_ordered,date,error
7409,2019,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27139,0,0,0,0,0,0,31,10.0,2019-07-01,Fine
7410,2019,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27139,0,0,0,0,0,0,31,0.0,2019-08-01,Fine
7411,2019,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27139,0,0,0,0,0,0,30,10.0,2019-09-01,Fine
7412,2016,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,213,156,24,-213,132,17,0,0.0,2016-01-01,Fine
7413,2016,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,132,0,36,0,96,29,0,0.0,2016-02-01,Fine
7414,2016,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,96,0,6,0,90,22,0,90.0,2016-03-01,Fine
7415,2016,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,90,0,15,10,85,19,0,0.0,2016-04-01,Fine
7416,2016,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,85,0,15,0,70,12,0,30.0,2016-05-01,Fine
7417,2016,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,70,0,25,0,45,18,0,0.0,2016-06-01,Fine
7418,2016,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,45,0,25,0,20,22,0,50.0,2016-07-01,Fine
7419,2016,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,20,67,15,0,72,22,0,0.0,2016-08-01,Fine
7420,2016,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,72,0,12,0,60,17,0,0.0,2016-09-01,Fine
7421,2016,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,60,0,20,0,40,16,0,10.0,2016-10-01,Fine
7422,2016,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,40,4,19,0,25,17,0,30.0,2016-11-01,Fine
7423,2016,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,25,10,20,0,15,20,0,50.0,2016-12-01,Fine
7424,2017,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,15,0,15,0,0,18,0,60.0,2017-01-01,Fine
7425,2017,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,0,20,5,0,15,13,0,90.0,2017-02-01,Fine
7426,2017,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,15,30,20,0,25,13,0,30.0,2017-03-01,Fine
7427,2017,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,25,0,25,0,0,17,0,1500.0,2017-04-01,Fine
7428,2017,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,0,10,10,0,0,18,0,600.0,2017-05-01,Fine
7429,2017,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,0,200,10,0,190,15,0,0.0,2017-06-01,Fine
7430,2017,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,190,0,10,0,180,10,0,0.0,2017-07-01,Fine
7431,2017,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,180,0,20,0,160,13,0,0.0,2017-08-01,Fine
7432,2017,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,160,0,20,0,140,17,0,0.0,2017-09-01,Fine
7433,2017,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,140,0,30,0,110,23,0,0.0,2017-10-01,Fine
7434,2017,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,110,0,20,0,90,23,0,0.0,2017-11-01,Fine
7435,2017,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,90,0,20,0,70,23,0,0.0,2017-12-01,Fine
7436,2018,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,70,0,15,0,55,18,0,0.0,2018-01-01,Fine
7437,2018,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,55,0,13,0,42,16,0,10.0,2018-02-01,Fine
7438,2018,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,42,10,21,0,31,16,0,0.0,2018-03-01,Fine
7439,2018,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,31,0,20,0,11,18,0,50.0,2018-04-01,Fine
7440,2018,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,11,50,9,0,52,17,0,0.0,2018-05-01,Fine
7441,2018,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,52,0,17,0,35,15,0,0.0,2018-06-01,Fine
7442,2018,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,35,0,25,0,10,17,0,40.0,2018-07-01,Fine
7443,2018,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,10,40,10,0,40,17,0,10.0,2018-08-01,Fine
7444,2018,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,40,0,10,0,30,15,0,0.0,2018-09-01,Fine
7445,2018,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,30,10,24,0,16,15,0,30.0,2018-10-01,Fine
7446,2018,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,16,30,21,0,25,18,0,30.0,2018-11-01,Fine
7447,2018,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,25,30,25,0,30,23,0,0.0,2018-12-01,Fine
7448,2019,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,30,0,17,0,13,21,0,50.0,2019-01-01,Fine
7449,2019,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,13,50,8,0,55,17,0,0.0,2019-02-01,Fine
7450,2019,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,55,0,35,0,20,20,0,50.0,2019-03-01,Fine
7451,2019,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,20,0,10,0,10,18,0,0.0,2019-04-01,Fine
7452,2019,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,10,50,25,0,35,23,0,50.0,2019-05-01,Fine
7453,2019,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,35,50,8,0,77,14,0,0.0,2019-06-01,Fine
7454,2019,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,77,0,30,0,47,21,0,20.0,2019-07-01,Fine
7455,2019,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,47,0,20,0,27,19,0,0.0,2019-08-01,Fine
7456,2019,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27000,27,20,7,0,40,19,0,20.0,2019-09-01,Fine
7457,2016,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,7,0,0,0,7,0,0,0.0,2016-01-01,Fine
7458,2016,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,7,0,1,0,6,1,0,0.0,2016-02-01,Fine
7459,2016,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,6,0,0,0,6,0,0,0.0,2016-03-01,Fine
7460,2016,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,6,0,0,0,6,0,0,0.0,2016-04-01,Fine
7461,2016,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,6,0,2,0,4,1,0,0.0,2016-05-01,Fine
7462,2016,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,4,0,0,0,4,1,0,0.0,2016-06-01,Fine
7463,2016,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,6,0,1,0,5,1,0,0.0,2016-07-01,Fine
7464,2016,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,5,0,0,0,5,0,0,0.0,2016-08-01,Fine
7465,2016,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,5,0,0,0,5,0,0,0.0,2016-09-01,Fine
7466,2016,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,5,0,0,0,5,0,0,,2016-10-01,Fine
7467,2016,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,5,0,1,0,4,0,0,0.0,2016-11-01,Fine
7468,2016,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,4,0,1,0,3,1,0,0.0,2016-12-01,Fine
7469,2017,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,0,0,3,1,0,0.0,2017-01-01,Fine
7470,2017,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,0,0,3,0,0,0.0,2017-02-01,Fine
7471,2017,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,0,0,3,0,0,0.0,2017-03-01,Fine
7472,2017,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,0,0,3,0,0,3.0,2017-04-01,Fine
7473,2017,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,0,0,3,0,0,0.0,2017-05-01,Fine
7474,2017,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,0,0,3,0,0,0.0,2017-06-01,Fine
7475,2017,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,0,0,3,0,0,0.0,2017-07-01,Fine
7476,2017,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,0,0,3,0,0,0.0,2017-08-01,Fine
7477,2017,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,3,0,2,0,1,1,0,0.0,2017-09-01,Fine
7478,2017,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,1,0,0.0,2017-10-01,Fine
7479,2017,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,1,0,0.0,2017-11-01,Fine
7480,2017,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2017-12-01,Fine
7481,2018,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-01-01,Fine
7482,2018,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-02-01,Fine
7483,2018,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-03-01,Fine
7484,2018,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-04-01,Fine
7485,2018,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-05-01,Fine
7486,2018,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-06-01,Fine
7487,2018,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-07-01,Fine
7488,2018,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-08-01,Fine
7489,2018,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-09-01,Fine
7490,2018,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-10-01,Fine
7491,2018,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-11-01,Fine
7492,2018,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2018-12-01,Fine
7493,2019,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,0,1,0,0,0.0,2019-01-01,Fine
7494,2019,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,1,0,0,-1,0,0,0,0.0,2019-02-01,Fine
7499,2019,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,0,0,0,0,0,0,31,0.0,2019-07-01,Fine
7500,2019,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,0,0,0,0,0,0,31,0.0,2019-08-01,Fine
7501,2019,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27132,0,0,0,0,0,0,30,0.0,2019-09-01,Fine
7502,2016,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,225,0,0,-19,206,6,0,0.0,2016-01-01,Fine
7503,2016,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,206,0,26,0,180,14,0,0.0,2016-02-01,Fine
7504,2016,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,180,0,0,0,180,9,0,0.0,2016-03-01,Fine
7505,2016,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,180,0,0,0,180,9,0,0.0,2016-04-01,Fine
7506,2016,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,180,0,20,0,160,7,0,0.0,2016-05-01,Fine
7507,2016,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,160,0,10,0,150,10,0,0.0,2016-06-01,Fine
7508,2016,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,160,0,5,0,155,12,0,0.0,2016-07-01,Fine
7509,2016,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,155,0,4,0,151,6,0,0.0,2016-08-01,Fine
7510,2016,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,151,0,11,0,140,7,0,0.0,2016-09-01,Fine
7511,2016,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,140,0,0,0,140,5,0,0.0,2016-10-01,Fine
7512,2016,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,140,0,10,0,130,7,0,0.0,2016-11-01,Fine
7513,2016,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,130,0,10,0,120,7,0,0.0,2016-12-01,Fine
7514,2017,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,120,0,0,0,120,7,0,0.0,2017-01-01,Fine
7515,2017,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,120,0,10,0,110,7,0,0.0,2017-02-01,Fine
7516,2017,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,110,0,10,0,100,7,0,0.0,2017-03-01,Fine
7517,2017,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,100,0,10,0,90,10,0,0.0,2017-04-01,Fine
7518,2017,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,90,0,0,0,90,7,0,0.0,2017-05-01,Fine
7519,2017,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,90,0,0,0,90,3,0,0.0,2017-06-01,Fine
7520,2017,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,90,0,0,0,90,0,0,0.0,2017-07-01,Fine
7521,2017,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,90,0,10,0,80,3,0,0.0,2017-08-01,Fine
7522,2017,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,80,0,10,0,70,7,0,0.0,2017-09-01,Fine
7523,2017,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,70,0,0,0,70,7,0,0.0,2017-10-01,Fine
7524,2017,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,70,0,0,0,70,3,0,0.0,2017-11-01,Fine
7525,2017,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,70,0,10,0,60,3,0,0.0,2017-12-01,Fine
7526,2018,1,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,60,0,0,0,60,3,0,0.0,2018-01-01,Fine
7527,2018,2,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,60,0,0,0,60,3,0,0.0,2018-02-01,Fine
7528,2018,3,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,60,0,1,0,59,0,0,0.0,2018-03-01,Fine
7529,2018,4,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,59,0,4,0,55,2,0,0.0,2018-04-01,Fine
7530,2018,5,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,55,0,0,0,55,2,0,0.0,2018-05-01,Fine
7531,2018,6,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,55,0,3,0,52,2,0,0.0,2018-06-01,Fine
7532,2018,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,52,0,0,0,52,1,0,0.0,2018-07-01,Fine
7533,2018,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,52,0,3,0,49,2,0,0.0,2018-08-01,Fine
7534,2018,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,49,0,0,0,49,1,0,0.0,2018-09-01,Fine
7535,2018,10,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,49,0,4,0,45,2,0,0.0,2018-10-01,Fine
7536,2018,11,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,45,0,0,0,45,1,0,0.0,2018-11-01,Fine
7537,2018,12,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,45,0,1,-44,0,2,0,0.0,2018-12-01,Fine
7544,2019,7,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,0,0,0,0,0,0,31,0.0,2019-07-01,Fine
7545,2019,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,0,0,0,0,0,0,31,0.0,2019-08-01,Fine
7546,2019,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS27134,0,0,0,0,0,0,30,0.0,2019-09-01,Fine
7553,2019,8,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS21126,0,0,0,0,0,0,31,0.0,2019-08-01,Fine
7554,2019,9,N'ZI-IFOU-MORONOU,BOCANDA,C2049,AS21126,0,10,0,0,10,0,0,0.0,2019-09-01,Fine
7555,2016,1,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,20,0,3,0,17,4,0,0.0,2016-01-01,Fine
7556,2016,2,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,17,0,0,0,17,3,0,0.0,2016-02-01,Fine
7557,2016,3,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,17,0,3,0,14,2,0,0.0,2016-03-01,Fine
7558,2016,4,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,14,0,0,0,14,1,0,0.0,2016-04-01,Fine
7559,2016,5,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,14,0,0,0,14,1,0,0.0,2016-05-01,Fine
7560,2016,6,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,14,0,1,0,13,0,0,0.0,2016-06-01,Fine
7561,2016,7,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,0,0,0,1,0,0,0.0,2016-07-01,Fine
7562,2016,8,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,0,1,0,0,1,0,1.0,2016-08-01,Fine
7564,2016,10,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,0,0,0,1,0,0,0.0,2016-10-01,Fine
7565,2016,11,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,0,0,0,1,0,0,0.0,2016-11-01,Fine
7566,2016,12,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,0,1,3,3,0,0,10.0,2016-12-01,Fine
7567,2017,1,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,3,0,0,0,3,0,0,0.0,2017-01-01,Fine
7568,2017,2,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,3,0,2,0,1,1,0,10.0,2017-02-01,Fine
7569,2017,3,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,0,0,2,3,1,0,0.0,2017-03-01,Fine
7570,2017,4,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,3,0,1,0,2,1,0,0.0,2017-04-01,Fine
7571,2017,5,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,2,0,1,0,1,1,0,10.0,2017-05-01,Fine
7572,2017,6,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,10,1,0,10,1,0,,2017-06-01,Fine
7573,2017,7,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,10,0,0,0,10,1,0,0.0,2017-07-01,Fine
7574,2017,8,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,10,0,2,0,8,1,0,0.0,2017-08-01,Fine
7575,2017,9,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,8,0,2,0,6,1,0,0.0,2017-09-01,Fine
7576,2017,10,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,6,0,1,0,5,2,0,0.0,2017-10-01,Fine
7577,2017,11,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,5,0,1,0,4,1,0,0.0,2017-11-01,Fine
7578,2017,12,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,4,0,1,0,3,1,0,0.0,2017-12-01,Fine
7579,2018,1,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,3,0,1,0,2,1,0,1.0,2018-01-01,Fine
7580,2018,2,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,2,0,0,0,2,1,0,0.0,2018-02-01,Fine
7581,2018,3,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,2,0,1,0,1,1,0,1.0,2018-03-01,Fine
7582,2018,4,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,0,0,0,1,0,0,10.0,2018-04-01,Fine
7583,2018,5,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,1,10,4,0,7,2,0,10.0,2018-05-01,Fine
7584,2018,6,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,7,10,4,0,13,3,0,0.0,2018-06-01,Fine
7585,2018,7,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,13,0,0,0,13,3,0,0.0,2018-07-01,Fine
7586,2018,8,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,13,0,1,0,12,2,0,0.0,2018-08-01,Fine
7587,2018,9,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,12,0,0,0,12,0,0,0.0,2018-09-01,Fine
7588,2018,10,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,12,0,1,0,11,1,0,0.0,2018-10-01,Fine
7589,2018,11,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,11,0,0,0,11,0,0,0.0,2018-11-01,Fine
7590,2018,12,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,11,0,3,0,8,1,0,0.0,2018-12-01,Fine
7591,2019,1,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,8,0,0,0,8,1,0,0.0,2019-01-01,Fine
7592,2019,2,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,8,0,2,0,6,2,0,3.0,2019-02-01,Fine
7593,2019,3,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,6,10,2,0,14,1,0,0.0,2019-03-01,Fine
7594,2019,4,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,14,0,1,0,13,2,0,0.0,2019-04-01,Fine
7595,2019,5,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,13,0,1,0,12,1,0,0.0,2019-05-01,Fine
7596,2019,6,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,12,0,4,0,8,2,0,0.0,2019-06-01,Fine
7597,2019,7,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,8,0,2,0,6,2,0,0.0,2019-07-01,Fine
7598,2019,8,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,6,0,0,0,6,2,0,0.0,2019-08-01,Fine
7599,2019,9,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27137,6,0,3,0,3,1,0,6.0,2019-09-01,Fine
7614,2016,1,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,78,0,0,0,78,2,0,0.0,2016-01-01,Fine
7615,2016,2,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,78,0,3,0,75,2,0,0.0,2016-02-01,Fine
7616,2016,3,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,75,0,1,0,74,1,0,0.0,2016-03-01,Fine
7617,2016,4,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,74,0,0,0,74,1,0,0.0,2016-04-01,Fine
7618,2016,5,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,74,0,5,0,69,2,0,0.0,2016-05-01,Fine
7619,2016,6,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,69,0,1,0,68,2,0,0.0,2016-06-01,Fine
7620,2016,7,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,68,0,1,0,67,2,0,0.0,2016-07-01,Fine
7621,2016,8,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,67,0,0,0,67,1,0,0.0,2016-08-01,Fine
7622,2016,9,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,67,0,1,0,66,1,0,0.0,2016-09-01,Fine
7623,2016,10,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,66,0,0,0,66,0,0,0.0,2016-10-01,Fine
7624,2016,11,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,66,0,0,0,66,0,0,0.0,2016-11-01,Fine
7625,2016,12,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,66,0,3,0,63,1,0,0.0,2016-12-01,Fine
7626,2017,1,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,63,0,2,2,63,2,0,0.0,2017-01-01,Fine
7627,2017,2,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,63,0,0,0,63,2,0,0.0,2017-02-01,Fine
7628,2017,3,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,63,0,0,-63,0,1,0,100.0,2017-03-01,Fine
7629,2017,4,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,0,100,0,0,100,0,0,0.0,2017-04-01,Fine
7630,2017,5,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,100,0,0,0,100,0,0,0.0,2017-05-01,Fine
7631,2017,6,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,100,0,0,0,100,0,0,,2017-06-01,Fine
7632,2017,7,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,100,0,2,0,98,1,0,0.0,2017-07-01,Fine
7633,2017,8,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,98,0,1,0,97,1,0,0.0,2017-08-01,Fine
7634,2017,9,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,97,0,2,0,95,2,0,0.0,2017-09-01,Fine
7635,2017,10,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,95,0,0,0,95,1,0,0.0,2017-10-01,Fine
7636,2017,11,BOUNKANI-GONTOUGO,BONDOUKOU,C4002,AS27134,95,0,2,0,93,1,0,0.0,2017-11-01,Fine
